TIGHT n=18 m=140 tag=perturb g6=Q~~~~~~^|~x}z~|~~^~z~~n~nVw t=8.8s
TIGHT n=18 m=113 tag=perturb g6=QjZ~^~V^k~{gx~|mKuv~^nr}hVW t=1.6s
TIGHT n=18 m=109 tag=perturb g6=Q|Zxy||NegvzNn|~~~oZytqeZ\w t=0.9s
TIGHT n=18 m=109 tag=perturb g6=Qv}~~p}EhrxCBzs~~]~y}]V~jVo t=1.3s
TIGHT n=18 m=101 tag=perturb g6=Qxn]p[mEY|x}k|L~^Q|q]~~kwFg t=0.8s
TIGHT n=18 m=102 tag=perturb g6=QV\x~|vNsmez|pf~dJ~eDXFUlvo t=1.5s
TIGHT n=18 m=110 tag=perturb g6=QwnWh]{^tzz~jylnpZ|Pr^~}}vw t=1.9s
TIGHT n=18 m=113 tag=perturb g6=Q}^zfltp}~pubj|~n[zu^~Zuf^g t=0.6s
TIGHT n=18 m=106 tag=perturb g6=Q~juv|PV|}fyzos~^j~jbOed~^o t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Q|zJrnz~|nrDnnXv^^O|X|~|jDw t=0.3s
TIGHT n=18 m=103 tag=perturb g6=QfYYV~Z^wdnnjfl\URxP|jmm^^w t=0.4s
TIGHT n=18 m=95 tag=perturb g6=Q~flv{RO|~l~rMPNNpl_{we~jI? t=1.3s
TIGHT n=18 m=97 tag=perturb g6=QQs|~~VsxAqu@u]Xf^ZvkVz}FUw t=0.7s
TIGHT n=18 m=100 tag=perturb g6=QvtumU~[WbH?`v~~~]~zkXbylVw t=1.5s
TIGHT n=18 m=99 tag=perturb g6=Q~jozlO^|ve]ZSsvvJnhbwfl~\_ t=1.8s
TIGHT n=18 m=96 tag=perturb g6=Qyn^[[gXkZX}k\Hd^I~bY~~k{Ng t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Qz~~~N~Y\zt?rt|VuI^y^~ep{HG t=0.3s
TIGHT n=18 m=100 tag=perturb g6=Qjx[lZk~]nomVX~~VZI]m~rUc\_ t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q~yw}^~h}QtzAlx|~^yR\iwmzRw t=0.4s
TIGHT n=18 m=97 tag=perturb g6=Q~gry{L[r^uYv~QduJ}hKymfxz_ t=2.3s
TIGHT n=18 m=97 tag=perturb g6=Qzzy~Kvb~^ntztphbrDh{u?Y|Eo t=1.0s
TIGHT n=18 m=94 tag=perturb g6=Qyzy~Knb~^ntptphbrDh{u?Y|Eo t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q}z~v|P^xvenjtu|^i~^dya||J_ t=0.7s
TIGHT n=18 m=102 tag=perturb g6=Qzh~T^~[lzmIxzxKnuvz^NPwBVW t=0.3s
TIGHT n=18 m=107 tag=perturb g6=Qzn~~~{]w^pkx]k^jJtrzNtyhVW t=1.8s
TIGHT n=18 m=104 tag=perturb g6=Qf}]v|~EHrxGB~s~~MNy}uvVnPw t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Qv~~~}~]k@tIbDpt}[\vUj~n^YW t=0.3s
TIGHT n=18 m=96 tag=perturb g6=Q|ZWxhHz|vlmJ|c~RvuR`TMZ{zO t=0.7s
TIGHT n=18 m=102 tag=perturb g6=Qg~Z}}}Zkzj^byH\~XloqZfyxuw t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q^n~lw~lhzntr~TY~ymg|iyznFo t=0.6s
TIGHT n=18 m=110 tag=perturb g6=Q\~ttlN^zbqUrn|n~Vz{wj~YnZo t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Q{ZyJ~~~}ffnhmXT~KxP|{N{yzO t=0.3s
TIGHT n=18 m=106 tag=perturb g6=Q^n~kw~lljJtxnTZNzmg|ayznVw t=1.8s
TIGHT n=18 m=98 tag=perturb g6=Q~}hxynZ~BvmHnpH`]dFU~z}DWw t=0.7s
TIGHT n=18 m=113 tag=perturb g6=Q~L~~|tFX~Ftznt~~^~aL^E]\vo t=0.8s
TIGHT n=18 m=101 tag=perturb g6=Qy}~^bV}nziXt||L[\B_LyNv\VW t=0.3s
TIGHT n=18 m=107 tag=perturb g6=QjJxfl|vMMu}Fl~^~~oTtzczz^o t=0.4s
TIGHT n=18 m=114 tag=perturb g6=Qz}z~~z]hmiHx~|lNuvf^Nv~lVW t=0.9s
TIGHT n=18 m=105 tag=perturb g6=Q}z~f|P^xfunjtu~^izJlya|tI_ t=0.7s
TIGHT n=18 m=115 tag=perturb g6=QxN~{|vm|^F|z~t~hR~aL~Vu|vw t=0.4s
TIGHT n=18 m=93 tag=perturb g6=Q{^|aQ{VYmoIrz|~mUKxnlpuwTO t=1.0s
TIGHT n=18 m=105 tag=perturb g6=Q{~^j~X^[|x~b^nerInr{NpYh\W t=0.3s
TIGHT n=18 m=119 tag=perturb g6=Q|nnt||^{}f~z~r~vy~z\kc~Enw t=2.5s
TIGHT n=18 m=115 tag=perturb g6=Q|ib~~v]tVf}~~Un}z~hmwmL|zw t=1.8s
TIGHT n=18 m=106 tag=perturb g6=Qrn}K}fN|xnUr^S]nzmglar^~^w t=0.3s
TIGHT n=18 m=109 tag=perturb g6=Q~yu~{t^|~vmzvtZzzZbFGm\rYo t=1.7s
TIGHT n=18 m=108 tag=perturb g6=QhrX~~FT^Jp|jn{t|~yHe}fe~~w t=0.8s
TIGHT n=18 m=102 tag=perturb g6=Q~^Xrjz~^bRDnnXb^TYlW|~~qCg t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q|Ypn[{^ynxnx|\~pJ|b~\nijvW t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Q~RX}rz^^fZCi~w]~FZ||^zuYqw t=0.8s
TIGHT n=18 m=96 tag=perturb g6=QVnf{gvqL~a~zNONrX}g~KevbNO t=1.9s
TIGHT n=18 m=98 tag=perturb g6=Q^Fpz{vLS{RSn]u]n~yH\JAznVw t=1.6s
TIGHT n=18 m=103 tag=perturb g6=Qin~\}Vvs^|uzYpuvn~G}kPSNnG t=0.4s
TIGHT n=18 m=110 tag=perturb g6=Q{v~|{V^~}fvz[F^v}N_wk~XR^w t=1.6s
TIGHT n=18 m=97 tag=perturb g6=QsIyM||EljxGZL|~~]~x~DFxhFO t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q{Rx~o]~~BvmZnvYquxt|]l[xXw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=QZN}BZkQ[\ynz~{Un^TuN~Rs\]o t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Q~hmtqP~{vmEzckjvynjbkft|Zo t=1.4s
TIGHT n=18 m=103 tag=perturb g6=Q}JRF\f^|l_}r~s~|jzxiu||LRG t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q\irz}m]~fcnz}uDTzv`eydftNW t=0.5s
TIGHT n=18 m=98 tag=perturb g6=Qxn}tScFQ|WyklK~\Zs]Y~~m{Vw t=0.6s
TIGHT n=18 m=113 tag=perturb g6=Q~~v~Vv]lqxGYv|nM]~f^yn~lVW t=1.6s
TIGHT n=18 m=108 tag=perturb g6=QP~tvkn^zFwUrn|~^VzW{Zm~m\o t=1.8s
TIGHT n=18 m=109 tag=perturb g6=Q~^szZ[vW~X}~~\Nn^zf^TVQNMo t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Qw~^~}JNCvx~jyknrZ{uj^vyiEW t=0.8s
TIGHT n=18 m=98 tag=perturb g6=Q~\vn{[BW~Qgi||ZfNpUl~Vr^L? t=0.8s
TIGHT n=18 m=90 tag=perturb g6=QwxgZRzbfiueuh[R^~{oKNzGevo t=0.3s
TIGHT n=18 m=111 tag=perturb g6=Q~^}Z~tv^Tx}gy|~nsLu^~RufN_ t=0.6s
TIGHT n=18 m=112 tag=perturb g6=Qvb~{|vu|nzvkZDNny~g|s}]~\w t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Q}nv^|p^~{byy|S||y~jnGe~uZo t=0.6s
TIGHT n=18 m=99 tag=perturb g6=QkNrczz}zDvL`eTX}S|@^~n}y]w t=0.3s
TIGHT n=18 m=122 tag=perturb g6=Q~n|n|u^|zfkjzt~~z~Xtwm~~^w t=1.9s
TIGHT n=18 m=121 tag=perturb g6=Q~vy~~nUkjxGn~|~~]|}}^V~nVw t=1.8s
TIGHT n=18 m=105 tag=perturb g6=QtxMnSvN|mv~~~elLryaLkFut~w t=1.1s
TIGHT n=18 m=110 tag=perturb g6=Q^^^~xg]{^x}Z{^t~V~zH~kciVw t=0.9s
TIGHT n=18 m=98 tag=perturb g6=QlNqczj}zDvL`eTp}S|@^~n}y]w t=0.3s
TIGHT n=18 m=90 tag=perturb g6=QwxGWPzbvi}eUh\^~~wxCmjGeVw t=0.2s
TIGHT n=18 m=106 tag=perturb g6=QV^|}}tf^wlugz|~m^LuN~JPmn? t=1.7s
TIGHT n=18 m=100 tag=perturb g6=QZ~Zv|gEhthGr{Kvv^|rZ~d{M^W t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Q^BjfzzST|k|z~~^m~vimoE|t]O t=1.0s
TIGHT n=18 m=102 tag=perturb g6=Q|Zxy\|ne_v~Jn|v~~yQDdasZ|_ t=0.9s
TIGHT n=18 m=102 tag=perturb g6=Qn^{tvo^pSxyz~xunU{uLuBumNw t=0.3s
TIGHT n=18 m=103 tag=perturb g6=Qzvu~kuKuvE|U~ktqxfyk|iV|^o t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q{LVd|vFlte~wn|~nz~aUVC]\vo t=0.6s
TIGHT n=18 m=109 tag=perturb g6=Qf~Zr~~]lzhWbnXn~Ut~[jvLnVg t=0.3s
TIGHT n=18 m=112 tag=perturb g6=Q}f|L}vZ^]~vtq~vnx~klgux|]g t=0.7s
TIGHT n=18 m=106 tag=perturb g6=Q|yr~|~]~vdmZ}eLuzvpcwdftnO t=1.7s
TIGHT n=18 m=96 tag=perturb g6=Q}b}YLVRLxdjzXbx~o\JhSq~^]w t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Qvlz`\fRn^\K~][^czNg|_r~~^w t=0.9s
TIGHT n=18 m=109 tag=perturb g6=Qrvzv|{E{~h|Hz|rxzlrzN~yLrW t=0.7s
TIGHT n=18 m=110 tag=perturb g6=Q^~bdxz^vnz[x~|NnthjnwvtwJw t=0.5s
TIGHT n=18 m=116 tag=perturb g6=Q~l~~|uNt|F~yvt~f{~aL|Av|~w t=4.7s
TIGHT n=18 m=107 tag=perturb g6=Q~xyn|~r}QsnFlh\~^yXnmjybRw t=0.8s
TIGHT n=18 m=109 tag=perturb g6=Q|jp~|TJ^vf}ZzsvRj|nbxV~{zO t=0.9s
TIGHT n=18 m=99 tag=perturb g6=QuS[fr{uktGcz~x~hMx}V}Bv~]o t=0.4s
TIGHT n=18 m=101 tag=perturb g6=QvfTD{vFn}Nqz^K\j~kgl_ezv~w t=0.8s
TIGHT n=18 m=98 tag=perturb g6=Qbjy^|}RzBumF|j^dLsRtiv[Pnw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=Q|YWN|Z^u^omy|HJV`~oL~n}}Xw t=0.6s
TIGHT n=18 m=117 tag=perturb g6=Q^~~~}z]|zxIzu|Vvy~~^~NolV? t=1.8s
TIGHT n=18 m=103 tag=perturb g6=Qa\n~}t^tifz~^xUlrR|\[Aq~bo t=1.4s
TIGHT n=18 m=97 tag=perturb g6=Qtm\wgQ~V}icb^ly[JUxV{cn~^w t=0.3s
TIGHT n=18 m=108 tag=perturb g6=Q~~^~v~V^vpCjfxTprn}VuLzlV? t=0.8s
TIGHT n=18 m=115 tag=perturb g6=Q~\~~~~]|vXGj~nnv}dpI~vZkVw t=0.9s
TIGHT n=18 m=91 tag=perturb g6=Q~gwv{@^|u`uICsv^m[ubgE||Zo t=0.3s
TIGHT n=18 m=114 tag=perturb g6=Q~~]^|{U{Vxn{]x~}~@r^~R}nVW t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Q|gr~|~^zVu]z}uluzzxmwddt|o t=1.8s
TIGHT n=18 m=98 tag=perturb g6=QzwrhtzjlnFxwyf^CNda^}Ty{vW t=0.3s
TIGHT n=18 m=99 tag=perturb g6=Qzf||lsB}~Ejdnw_Ixty||a~{nG t=1.0s
TIGHT n=18 m=111 tag=perturb g6=Q^mbfDz^\Nzkz~|Nnzxzmwe|~^o t=0.3s
TIGHT n=18 m=98 tag=perturb g6=QuS[fr{uktGcz~w~hMx}V~Bf~]o t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Qp~Yz||qFvXGb~D\n[vz~Jl~nVw t=1.7s
TIGHT n=18 m=108 tag=perturb g6=QP~tvkn^yDwU~n|n~VzyoZm~nXo t=0.4s
TIGHT n=18 m=95 tag=perturb g6=QvL]s_~fZsFqzz{wnR`wkkqyzvw t=0.3s
TIGHT n=18 m=119 tag=perturb g6=Qv~~~}~mdzXGZ~|~r]~z]^t|nTw t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Q~x}vyP~|vmIlsc_vy~Jfwe||Zo t=0.6s
TIGHT n=18 m=109 tag=perturb g6=QlYG~N~~mav`Bn|^~vzp|mn}yNw t=0.7s
TIGHT n=18 m=100 tag=perturb g6=Qv\{~rzUhQrGakI[~|~pmNrt~Vw t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Q\MGVzwFy`dfan~\vZxP|~n}n^w t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Q\ztfkn^zFwUjllm~Vzwwim~xRw t=1.7s
TIGHT n=18 m=115 tag=perturb g6=Q~mlntrJt~ftynlz~z~j||a~U]w t=1.3s
TIGHT n=18 m=108 tag=perturb g6=QfjtL|x^~{e}Y|Uu\~~jnWej~Zg t=1.8s
TIGHT n=18 m=120 tag=perturb g6=Q~az~||^wnf~z~c~}z~jkyf~~Zo t=2.0s
TIGHT n=18 m=101 tag=perturb g6=Q|zG{vn~lFpmBL|vFJrolNnUz^w t=0.7s
TIGHT n=18 m=105 tag=perturb g6=QnV~l[vV~|Lt^NTmnrrgmcijnzg t=0.4s
TIGHT n=18 m=111 tag=perturb g6=Q^lbl\zn~^z{x~|Nnphjnwe||Zo t=0.4s
TIGHT n=18 m=106 tag=perturb g6=Q\ZxVmZ^~NVNzd\Y~~Bx|m{szZG t=0.3s
TIGHT n=18 m=98 tag=perturb g6=Qy}~^j~~~ZIHX\olH^rPL|FFNUG t=0.4s
TIGHT n=18 m=109 tag=perturb g6=Q{iX~}~^~mPjjn\[J^Xfnvzux{w t=0.8s
TIGHT n=18 m=91 tag=perturb g6=Qv^wsfoVrSxyz~XseS}aLsB{mNg t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Qc~z~~|^{~zqyu|~lZtrz]{ijRo t=4.9s
TIGHT n=18 m=109 tag=perturb g6=Q~~~j~o^[^w}qz~~H\WinnBtf^o t=0.3s
TIGHT n=18 m=94 tag=perturb g6=QvkpncvV|ui~HzS^mqfa[CrYzvG t=0.4s
TIGHT n=18 m=120 tag=perturb g6=Qvjr~|v^|~f}z~s~~z{jnwe||Zo t=0.8s
TIGHT n=18 m=101 tag=perturb g6=QPN~hw~lnjjvX~XOky}g|iiynvw t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Q~x~vOvMT~LuYztVdQxah|S~|Vw t=0.7s
TIGHT n=18 m=95 tag=perturb g6=Q]}t_|vx{oE|z~ehtivX[HEnFng t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Q{zyLz~~}fefhmXDvSxP|{NcyzO t=1.8s
TIGHT n=18 m=94 tag=perturb g6=Q\lvyctFt}funoClNvfk\C`}^uW t=0.3s
TIGHT n=18 m=95 tag=perturb g6=QZjxN[}RBhumBD~^~~oTtkbwrTw t=0.8s
TIGHT n=18 m=105 tag=perturb g6=Q^jR^|f^z~vmzvsRZjZbFwm\|XO t=0.8s
TIGHT n=18 m=95 tag=perturb g6=Q|zj|[TfuaRoLLmH~^|PlcG~z\w t=1.2s
TIGHT n=18 m=104 tag=perturb g6=QzY~EJ{E}soyj~~}~Z|p^mRUNNw t=0.6s
TIGHT n=18 m=94 tag=perturb g6=Qfdo|n^JFn{vdqZzZZRks^bqsY_ t=0.6s
TIGHT n=18 m=112 tag=perturb g6=QT~zv}h^|}xqY}t~~Ztrz^tylRo t=2.8s
TIGHT n=18 m=98 tag=perturb g6=QR~\^Ddzl|yOrHV|~~|pze~GMk? t=0.7s
TIGHT n=18 m=112 tag=perturb g6=Q|zo~^~n]AU~Fl|~~^zR|mem|Vo t=1.6s
TIGHT n=18 m=138 tag=perturb g6=Q~~|~}v^\~z~z~|~}\~z~~n~~^w t=10.4s
TIGHT n=18 m=101 tag=perturb g6=Q|SRfx]~{l}}Rc|~mZ|VbDQv]\g t=1.2s
TIGHT n=18 m=104 tag=perturb g6=Q{Jrb~{B|~f}z~[|~N~{kwA|KRo t=0.4s
TIGHT n=18 m=100 tag=perturb g6=Qm~{j^o^[^omR^~~XTWinmbvDNo t=0.9s
TIGHT n=18 m=98 tag=perturb g6=Qm{nk}{Kh~@EG~|~k}^f^xozNBg t=0.3s
TIGHT n=18 m=118 tag=perturb g6=Q~l~~|vNxrfNz~t~nZ~aL|E{|~w t=2.1s
TIGHT n=18 m=116 tag=perturb g6=Q~jr~|U^{~v}z}s~nqnjnwe||Zo t=1.0s
TIGHT n=18 m=101 tag=perturb g6=Q}yz^Qu~}fpmZfnYp]xAzs~Mhxg t=0.4s
TIGHT n=18 m=98 tag=perturb g6=Q|R[|rPz|vljJ~`|rvvfboSNwZO t=0.4s
TIGHT n=18 m=93 tag=perturb g6=QqL}?~vFPxNQpNS]nzkgdar^~^w t=0.3s
TIGHT n=18 m=102 tag=perturb g6=QvjlDlR^T~bRzzPzmdeg\ku~~^w t=1.1s
TIGHT n=18 m=100 tag=perturb g6=QVFl|[|]T]nUyQT\mzKI~cU~~~g t=0.6s
TIGHT n=18 m=112 tag=perturb g6=Qz^zzz~^l_enr}~Nlev^^nTrmVo t=1.1s
TIGHT n=18 m=110 tag=perturb g6=Q|IgN^~n}avzFn|~~^zb|Immj\w t=0.8s
TIGHT n=18 m=101 tag=perturb g6=Q\Izm|\EljxGZL|~~]~x~dNxhFO t=0.7s
TIGHT n=18 m=100 tag=perturb g6=QQtx~}VsxFrfpv[Zf^Zr{Nx]bUw t=0.3s
TIGHT n=18 m=113 tag=perturb g6=Q~l~|{~]|}|vz^SZmjno|kU~fVo t=1.0s
TIGHT n=18 m=99 tag=perturb g6=Qvnt{kvENq^pzzsQfRfg|cq}zvw t=0.3s
TIGHT n=18 m=107 tag=perturb g6=Q}z}z\~f}aemBl|]~^~Pxmigr^w t=0.7s
TIGHT n=18 m=97 tag=perturb g6=Qvkz[cFFt~evzVHzlPCkPku~~^w t=2.0s
TIGHT n=18 m=111 tag=perturb g6=QZF}znVNsrBVv~|ej~tz|ken~nw t=1.8s
TIGHT n=18 m=102 tag=perturb g6=Q^mbbEzm\Njcz~lBnzxzmwe{z}o t=0.6s
TIGHT n=18 m=101 tag=perturb g6=QvN~w_~VluFrzbU^nVfg^tayyvg t=0.3s
TIGHT n=18 m=94 tag=perturb g6=Qgah[r}MwvFnGDHX^^yFxtn}z^w t=1.5s
TIGHT n=18 m=103 tag=perturb g6=QkMrz|R~hpvny^oc^f^jbw}|\zo t=0.4s
TIGHT n=18 m=108 tag=perturb g6=QzJv^`~\dnf|j^u}}Jljiyf~~Z? t=1.1s
TIGHT n=18 m=102 tag=perturb g6=Q~zWrjz~\drDnnXvRTY|W|~|iCw t=1.2s
TIGHT n=18 m=112 tag=perturb g6=Qe~zvZ[Z}|~vv}X~zF{zzViuhv_ t=0.9s
TIGHT n=18 m=99 tag=perturb g6=QU]~nL}Wll|Wv~Y`~wu|MoJ}cmw t=1.5s
TIGHT n=18 m=97 tag=perturb g6=Q{qg~ktl|~~RwZ`yRjGh]ob~}ng t=0.3s
TIGHT n=18 m=103 tag=perturb g6=QnV]tRUTtCwej~zix~cp~~v}f^W t=1.7s
TIGHT n=18 m=121 tag=perturb g6=Q~~~v~~[|zzMz~|\mH~vUZfznVw t=2.7s
TIGHT n=18 m=107 tag=perturb g6=Q^lqf~RN{ve~z}t~by~jk~Ak|{O t=0.3s
TIGHT n=18 m=103 tag=perturb g6=QNUzvh}}yV~{YT|~m[\VzDRuVN_ t=0.6s
TIGHT n=18 m=98 tag=perturb g6=Qr~\v]?[{|x}zxT~^^woBi]gmVg t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Qd^WVz{^w`fnifd|rbxP|jn}~Vw t=0.7s
TIGHT n=18 m=112 tag=perturb g6=Q~yv~~~N|xxDz~Li~UZ~]ymelVO t=1.8s
TIGHT n=18 m=101 tag=perturb g6=Q|iW^|Z^uVPlY^XJv@~oL~n}}\W t=0.6s
TIGHT n=18 m=115 tag=perturb g6=QxZyh~v|x~izhyl|jP}j~z^v^~w t=2.5s
TIGHT n=18 m=96 tag=perturb g6=Qxn^W[ghkZX}{\Jt]InbY~~l[Ng t=0.6s
TIGHT n=18 m=99 tag=perturb g6=QvZyvl\^kuumh}]l^~uhbkczhc_ t=0.4s
TIGHT n=18 m=106 tag=perturb g6=QE~MZ|~N|pzUzn|VjXuzzBK~|uO t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Q~b]Wpt^~nhfgUT^ny}glw}\x\w t=0.8s
TIGHT n=18 m=96 tag=perturb g6=QZjxK{~BRnsiFd~^~~pTtkbwbTg t=0.3s
TIGHT n=18 m=118 tag=perturb g6=Qu~l{~Vv\zvNs~||~]z^LznvH^w t=1.1s
TIGHT n=18 m=110 tag=perturb g6=Qgzv~~yJp^iwR}{zzZ|rz^vyvFw t=1.1s
TIGHT n=18 m=97 tag=perturb g6=Q~^Yqyx~^bQDnnXb^TWnW|~}p?g t=0.3s
TIGHT n=18 m=114 tag=perturb g6=QpZzv|l~w~xrz}|V~Jyrj^vzLfw t=2.0s
TIGHT n=18 m=89 tag=perturb g6=QxD^V{\pSdRjqSx^J^zrI@Pu~Mo t=0.3s
TIGHT n=18 m=115 tag=perturb g6=Q~l~~|f\xvNpjLR^fz~h\ku~~^w t=0.8s
TIGHT n=18 m=108 tag=perturb g6=QzMn~~j}~~iGX|lLT~B^VnVrnXW t=1.8s
TIGHT n=18 m=98 tag=perturb g6=Qnho~i~Jvn_~dbN^Z^rgsNn_tZo t=0.3s
TIGHT n=18 m=77 tag=perturb g6=QRM[AcKaG{xxG{D]~^xuJ?ak[\w t=0.3s
TIGHT n=18 m=110 tag=perturb g6=Qlzwz~~^zfnZBew\^rjp|~e|jVw t=0.7s
TIGHT n=18 m=118 tag=perturb g6=Qxnn~~r^x^f~ztp~n~nJlke^~]W t=2.6s
TIGHT n=18 m=104 tag=perturb g6=Qspb|}v^ytzB^N^T~VZpdcn~JVw t=0.4s
TIGHT n=18 m=107 tag=perturb g6=Qun}~|RNxvf~u}t^LZ|aLpFy|tW t=1.0s
TIGHT n=18 m=104 tag=perturb g6=Qnv~fn{fKnX{z~\}n]PuNNFumY? t=0.7s
TIGHT n=18 m=97 tag=perturb g6=QXmnzqx}~zIHxP|KCUR^^NuvlZW t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Qnwv~~VKtjxL[~|flLtfFj}VbCg t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Q^~bdxr^vlz[x~|Nnthjnyftwbw t=0.4s
TIGHT n=18 m=102 tag=perturb g6=Q|}vn\t^H`|xw|HZu[^zSZN^MVw t=0.3s
TIGHT n=18 m=102 tag=perturb g6=QtYJe~^]ybbnjm\\|LzR|eN]nvO t=0.8s
TIGHT n=18 m=100 tag=perturb g6=QnSzfx]u\||sW^|~|^k^y?vqSJg t=0.7s
TIGHT n=18 m=101 tag=perturb g6=QZf}|Kv^}]svx\F\JmNgzkvxvUG t=0.9s
TIGHT n=18 m=113 tag=perturb g6=Q~jVv|v^xmbfz~s~Mz^jnyqnvlO t=0.8s
TIGHT n=18 m=100 tag=perturb g6=Q^luf~RN{Ve~j}t~`Yznkm?K|{O t=0.4s
TIGHT n=18 m=109 tag=perturb g6=Q|zGv~Z^}NrnjLx^^Jjwlynqz^w t=0.6s
TIGHT n=18 m=122 tag=perturb g6=Qv^vn}^^\~x{z~|vnNvz~|f~hRW t=2.9s
TIGHT n=18 m=98 tag=perturb g6=Q|`|ssvnxepfKTtVnZ}?lw^^z\w t=0.3s
TIGHT n=18 m=104 tag=perturb g6=Qgrx^zn\^njizNHM~^xt|zNyZQ_ t=0.4s
TIGHT n=18 m=99 tag=perturb g6=Qzj~CKpnxexeqMh|~Zxrt}vD}]g t=0.3s
TIGHT n=18 m=101 tag=perturb g6=Q^}vm\tv}sBLz~p~sy~X[gcndNG t=0.3s
TIGHT n=18 m=102 tag=perturb g6=Q|CRfx]~}|}}Rc|~mZ|VbDQv]\g t=2.0s
TIGHT n=18 m=105 tag=perturb g6=Qm~^JZsV]~oMQz~}|ZW}nbb~x^O t=0.6s
TIGHT n=18 m=103 tag=perturb g6=Qh]wn|v^XvRo~udxuJ]VR~\bzmw t=0.4s
TIGHT n=18 m=112 tag=perturb g6=Qv~~~|~EhZh?Bzu}}U~y}}u}~Vw t=0.9s
TIGHT n=18 m=107 tag=perturb g6=Q~~~v~yUW~H}zvnbN^hu^lQEmMW t=0.9s
TIGHT n=18 m=113 tag=perturb g6=QZ~Xt|h]{|x}y|L~^^|rZv~{M]w t=1.9s
TIGHT n=18 m=102 tag=perturb g6=Q~y\\{~~|}meXxDNkJ~eoasZv^g t=0.4s
TIGHT n=18 m=101 tag=perturb g6=Q~aN|{f^{n`vk\D]ly|_s{u^zxw t=1.6s
TIGHT n=18 m=99 tag=perturb g6=Q~L|s{rn{zd]IlC^fjnhpmuZk^o t=1.0s
TIGHT n=18 m=103 tag=perturb g6=QoyG~~rv~Urnalx\nI~_ljf^r^w t=0.9s
TIGHT n=18 m=105 tag=perturb g6=QlzWw~~^zfnZBew\^rjp|me|jVw t=0.4s
TIGHT n=18 m=114 tag=perturb g6=Q^^~n~SuW~Xwz~n^n^xv^~VqNMo t=1.8s
TIGHT n=18 m=110 tag=perturb g6=Qz\z~zz^lbeir}~Nlfv[^nTrnVO t=0.4s
TIGHT n=18 m=126 tag=perturb g6=Q~nt~nn^tnx}z^x|~^~z~}j~mTw t=1.4s
TIGHT n=18 m=104 tag=perturb g6=Q~jujnTNx]e}~^x~jR}bLTE{sVw t=0.4s
TIGHT n=18 m=105 tag=perturb g6=Q~m|v|vV|~aGjytu|H~jskcVf^w t=1.6s
TIGHT n=18 m=104 tag=perturb g6=Q|R]|xpz|df~Bdsvb}vfnpU}s~o t=0.6s
TIGHT n=18 m=94 tag=perturb g6=QnhszI~Jvn_~@RN^ZvR_xnn?tZo t=0.3s
TIGHT n=18 m=105 tag=perturb g6=Q}^~V{}v]~lsyu][JlZp]YQr^mw t=0.8s
TIGHT n=18 m=111 tag=perturb g6=Qvx~z|~]gzxGBz|~~]}Im^t~iVw t=1.7s
TIGHT n=18 m=112 tag=perturb g6=Q~~B~~}R|n|NZ]Wuzxtzr^qy|VW t=0.7s
TIGHT n=18 m=107 tag=perturb g6=Q~jyv|fJ~Ne{r}o~n\Vjnwe~pRo t=1.0s
TIGHT n=18 m=108 tag=perturb g6=Q{~~{\UZp~bzj~Cz~XlzC{e~~Jw t=0.6s
TIGHT n=18 m=101 tag=perturb g6=Qnf~nn{fMnX{z~\}m}PuNLDucY? t=1.8s
TIGHT n=18 m=100 tag=perturb g6=Q~gry{|[r^uZz~QduJ}hSymfxz_ t=0.4s
TIGHT n=18 m=105 tag=perturb g6=QnY]v~|~{}zin~V]G^XAD~BEvnw t=0.6s
TIGHT n=18 m=109 tag=perturb g6=QzF}~mUNu}Fzt~vsizly|{e~tfg t=0.6s
TIGHT n=18 m=108 tag=perturb g6=Qn^|u~uVsRx}zZwv~vxu^mBkmFw t=0.4s
